Price,Close,High,Low,Open,Volume
Ticker,ANTM.JK,ANTM.JK,ANTM.JK,ANTM.JK,ANTM.JK
Date,,,,,
2020-11-30,944.6482543945312,1010.6498791557212,944.6482543945312,1010.6498791557212,446062400
2020-12-01,952.8984375,973.5239448051948,911.6474228896103,948.773336038961,240765000
2020-12-02,1027.1502685546875,1039.5255729951054,965.2737463525979,965.2737463525979,803420400
2020-12-03,1035.4005126953125,1072.5264274931524,1018.9001061184948,1027.1503094069037,615002200
2020-12-04,1027.1502685546875,1047.775775955384,1018.9000655944088,1043.6506744752446,155578400
2020-12-07,1056.0260009765625,1068.4013056755066,1039.5255947113037,1047.775797843933,367250700
2020-12-08,1072.5263671875,1089.0267728365384,1060.151062950721,1068.4012657752403,377826500
2020-12-10,1150.9031982421875,1175.653804655998,1097.276884345598,1097.276884345598,686885600
2020-12-11,1196.279296875,1237.5303071120688,1183.9039938038793,1216.9048019935344,487755900
2020-12-14,1258.1558837890625,1270.531187564037,1229.280174980789,1237.5303774974386,417804400
2020-12-15,1287.0316162109375,1291.156717544947,1233.4052988688152,1258.1559068728716,462918300
2020-12-16,1497.411865234375,1588.1640994910038,1311.782295163998,1315.9073967211175,1272844700
2020-12-17,1497.411865234375,1551.0381854769284,1464.4110527774192,1518.0373730199724,542949200
2020-12-18,1608.78955078125,1617.0397536057692,1493.2867112379806,1522.162421123798,1083731700
2020-12-21,1621.164794921875,1666.5409087746502,1588.1639848471295,1621.164794921875,627035000
2020-12-22,1513.912109375,1617.0396372615803,1509.7870082595366,1608.7894350306537,678922000
2020-12-23,1476.7862548828125,1526.287470130281,1419.0348370940992,1509.7870650477914,659296400
2020-12-28,1650.04052734375,1650.04052734375,1468.5360693359376,1505.6619812011718,992175000
2020-12-29,1604.6644287109375,1707.7919626897894,1596.4142259926293,1691.291557253173,739754900
2020-12-30,1596.4141845703125,1637.6651970915093,1571.6635770575945,1604.6643870745518,535943500
2021-01-04,1806.7943115234375,1815.044513859161,1600.539253130351,1625.2898601375214,1040753400
2021-01-05,1839.7952880859375,1930.5475220273963,1757.2932572300658,1806.7944757435887,1139014700
2021-01-06,1831.545166015625,1889.2965901692708,1757.2933349609375,1872.7961832682292,629211500
2021-01-07,2145.052734375,2260.555573918269,1848.0454326923077,1856.295635516827,1982112200
2021-01-08,2145.052734375,2268.8057767427886,2112.0519230769232,2178.0535456730768,1052618000
2021-01-11,2128.55224609375,2186.3036636234256,2087.3012335725534,2112.0518410852715,521301600
2021-01-12,2285.30615234375,2293.556355059792,2103.801692590817,2128.552300738944,1147172800
2021-01-13,2574.063232421875,2582.313435089894,2351.3077603853667,2351.3077603853667,1280852600
2021-01-14,2623.564208984375,2838.06945877555,2524.5617860038324,2590.5634013241943,1499058400
2021-01-15,2574.063232421875,2788.5685017903647,2508.061611077724,2722.566880446214,915912100
2021-01-18,2400.808837890625,2590.563488308097,2400.808837890625,2475.060657619201,930618200
2021-01-19,2235.804931640625,2351.307769437558,2235.804931640625,2318.306958638434,360498600
2021-01-20,2631.814697265625,2640.0649000783696,2087.301311624461,2095.551514437206,1983213100
2021-01-21,2549.312744140625,2755.5678205274066,2499.8115258077974,2714.3168052500505,1273877400
2021-01-22,2376.05859375,2549.3128662109375,2376.05859375,2549.3128662109375,894766800
2021-01-25,2367.80810546875,2442.0599275914637,2211.054258765244,2277.0558784298782,1222991300
2021-01-26,2202.803955078125,2417.3092091306767,2202.803955078125,2392.5586028938437,786819300
2021-01-27,2103.8017578125,2260.555614276961,2054.300539981618,2161.5531786151964,1341364800
2021-01-28,1963.5482177734375,2120.302067091485,1963.5482177734375,2037.800041134618,731854900
2021-01-29,1831.545166015625,2013.0496419270833,1831.545166015625,1955.2982177734375,450321200
2021-02-01,2145.052734375,2178.0535456730768,1707.7919846754808,1724.2923903245191,2186652700
2021-02-02,1996.549072265625,2169.8033306027246,1996.549072265625,2145.0527222688534,942434300
2021-02-03,1922.29736328125,2079.0512255230688,1889.2965501777092,1971.7985829365612,948031000
2021-02-04,1980.048583984375,2079.0510131835936,1872.795952351888,1980.048583984375,874173400
2021-02-05,2194.5537109375,2219.304316699953,1955.2978552337877,2021.299470600329,1157647700
2021-02-08,2334.807373046875,2334.807373046875,2227.554737535888,2285.3061566571887,977135300
2021-02-09,2252.305419921875,2359.558058965774,2178.0535928914833,2351.307855962397,877784900
2021-02-10,2417.309326171875,2450.3101360854844,2244.055074125427,2301.806491474243,1401720500
2021-02-11,2367.80810546875,2442.0599275914637,2351.3077005525915,2425.559522675305,620114900
2021-02-15,2392.55859375,2433.809603987069,2376.058189655172,2392.55859375,361594300
2021-02-16,2367.80810546875,2425.559522675305,2359.557903010671,2400.8089153010674,349266100
2021-02-17,2268.805908203125,2384.3087544389205,2244.0552982954546,2367.8083478338067,443154100
2021-02-18,2293.55615234375,2326.556960291142,2202.803930488422,2227.554536448966,349948000
2021-02-19,2376.05859375,2400.8092041015625,2252.3055419921875,2310.0569661458335,482821700
2021-02-22,2433.809814453125,2508.0616393008477,2400.8090034096927,2425.559611692267,834610300
2021-02-23,2425.559326171875,2483.3107386997767,2409.0589225924746,2425.559326171875,327105100
2021-02-24,2400.808837890625,2450.310051043009,2326.5570181620487,2417.309242274753,386381000
2021-02-25,2442.06005859375,2483.311073097023,2425.559652792441,2450.3102614944046,346787800
2021-02-26,2343.0576171875,2384.308631574604,2293.5563999229753,2343.0576171875,1305042600
2021-03-01,2343.0576171875,2376.058428697183,2318.3070085552376,2351.3078200649206,166782500
2021-03-02,2252.305419921875,2351.307855962397,2244.055216918498,2343.0576529590203,298489400
2021-03-03,2227.5546875,2285.306105324074,2202.804079861111,2285.306105324074,192152700
2021-03-04,2079.051025390625,2136.802442762587,2079.051025390625,2079.051025390625,466387000
2021-03-05,1996.549072265625,2079.0511000451966,1938.7976528199251,1955.2980583758394,745024700
2021-03-08,1881.0460205078125,2062.5504610831276,1872.79581866348,2054.300259238795,476947100
2021-03-09,1839.7952880859375,1947.0479281985706,1798.5442726580015,1881.0463035138732,515109500
2021-03-10,1839.7952880859375,1881.0463035138732,1790.2940695724144,1864.545897342699,193024600
2021-03-12,1996.549072265625,2013.0494778215393,1881.0462333742253,1881.0462333742253,537855700
2021-03-15,1930.5472412109375,2021.2994619516226,1881.0460298978364,2004.7990581805889,371987500
2021-03-16,1872.7960205078125,1938.7976423759292,1848.0454123072686,1938.7976423759292,231241100
2021-03-17,1897.5465087890625,1922.2971154254415,1864.545699940557,1889.296306576936,147188700
2021-03-18,1889.2965087890625,1938.797727359955,1872.7961025987652,1938.797727359955,149549500
2021-03-19,1856.295654296875,1881.0462630208333,1823.2948426649305,1872.796060112847,123414100
2021-03-22,1864.5458984375,1930.5475231609514,1856.2956953470687,1864.5458984375,125924600
2021-03-23,1872.7960205078125,1905.7968314418708,1831.5450068402395,1897.5466287083561,141239100
2021-03-24,1790.293701171875,1856.2953122749855,1790.293701171875,1856.2953122749855,156928900
2021-03-25,1798.5440673828125,1839.7950781026018,1732.5424502311496,1790.2938652388546,191883200
2021-03-26,2004.799072265625,2013.0492742091049,1815.0444275655864,1839.7950333960262,652293400
2021-03-29,1864.5458984375,2004.7993509748342,1864.5458984375,2004.7993509748342,454909500
2021-03-30,1823.294677734375,1914.046901513009,1782.043666925905,1872.795890704539,282270900
2021-03-31,1856.295654296875,1856.2956542968748,1757.2932194010416,1798.5442339409722,268981300
2021-04-01,1848.0455322265625,1897.5467518397738,1815.0447191510882,1889.2965485709053,160897600
2021-04-05,1815.0445556640625,1881.0461758700285,1806.7943531383169,1881.0461758700285,107349400
2021-04-06,1922.29736328125,1930.547566557135,1823.2949239706277,1856.2957370741683,323980600
2021-04-07,1947.0478515625,1955.298054323358,1872.7960267147776,1922.2972432799259,237921000
2021-04-08,2037.8001708984375,2046.0503740194838,1930.5475303248354,1947.0479365669282,327839300
2021-04-09,1930.5472412109375,2054.30026949369,1930.5472412109375,2021.2994619516226,264837100
2021-04-12,1856.295654296875,1905.7968717447916,1823.2948426649305,1905.7968717447916,194738500
2021-04-13,1872.7960205078125,1897.5466287083561,1831.5450068402395,1856.2956150407833,111017700
2021-04-14,1922.29736328125,1930.547566557135,1881.0463469018239,1881.0463469018239,143891700
2021-04-15,1914.047119140625,1938.7977284398573,1897.5467129411368,1930.5475253401132,109175800
2021-04-16,1986.1292724609375,2011.059765420698,1919.6479579015754,1944.5784508613363,173387400
2021-04-19,1944.5784912109375,1969.5089846880007,1911.3378332415198,1952.888655703292,91552300
2021-04-20,1952.888671875,1961.19883643617,1911.337849069149,1936.2683427526595,60372200
2021-04-21,1969.5087890625,1994.4392800632913,1911.3376433939875,1927.9579707278483,112742900
2021-04-22,1952.888671875,2027.6801529255317,1952.888671875,1977.8191655585106,119644900
2021-04-23,1927.9583740234375,1944.5787048339844,1919.648208618164,1927.9583740234375,41022800
2021-04-26,1986.1292724609375,2011.059765420698,1944.5784508613363,1952.8886151812565,139616000
2021-04-27,1986.1292724609375,2019.3699297406183,1961.1987795011767,2002.749601100778,96606300
2021-04-28,2019.3699951171875,2019.3699951171877,1952.8886784055107,1977.8191721723895,138325400
2021-04-29,2085.85107421875,2110.781565145667,2044.3002560072212,2044.3002560072212,325392600
2021-04-30,2069.230712890625,2077.5408763962096,2027.6798953627008,2069.230712890625,124672100
2021-05-03,2094.16162109375,2127.402281746032,2060.920960441468,2077.541290767609,171047200
2021-05-04,2177.26318359375,2193.883513239504,2077.541205719227,2110.7818650107347,284137700
2021-05-05,2185.5732421875,2193.8834066064637,2127.4020912547526,2177.263077768536,180649900
2021-05-06,2177.26318359375,2218.814007708135,2144.0225243022423,2168.9530187708733,150793800
2021-05-07,2177.26318359375,2202.193678062381,2168.9530187708733,2185.573348416627,133080200
2021-05-10,2227.1240234375,2243.7443519706158,2177.2630378381527,2193.8833663712685,157887500
2021-05-11,2218.81396484375,2235.434294168422,2160.642812207397,2160.642812207397,164247600
2021-05-17,2085.85107421875,2218.8136924956425,2077.5409105764443,2218.8136924956425,185205000
2021-05-18,2160.642578125,2193.883233173077,2110.7815955528845,2127.401923076923,179403400
2021-05-19,2119.092041015625,2193.8835248161768,2102.471711282169,2144.022535615809,111892800
2021-05-20,2011.059814453125,2094.1614596784607,2011.059814453125,2085.851295155927,214175900
2021-05-21,1936.268310546875,2027.6801191993025,1919.647981700979,2011.0597903534065,147528900
2021-05-24,1886.407470703125,1986.1294515332463,1869.7871405647716,1961.198956325716,128408600
2021-05-25,1936.268310546875,2002.7496259304587,1919.647981700979,1919.647981700979,186483800
2021-05-27,1986.1292724609375,1986.1292724609375,1936.268286541416,1944.5784508613363,148943500
2021-05-28,2044.30029296875,2077.540948138974,2019.3698015910825,2052.610456761306,118544200
2021-05-31,2035.990478515625,2060.9209741709183,2002.7498176419006,2060.9209741709183,57366900
2021-06-02,2119.092041015625,2119.092041015625,2027.6802274816177,2044.3005572150737,125654300
2021-06-03,2094.16162109375,2160.6429423983136,2077.541290767609,2110.781951419891,131141700
2021-06-04,2019.3699951171875,2060.9208180619858,2002.7496659392684,2060.9208180619858,160479400
2021-06-07,1977.819091796875,2035.9902415556066,1969.5089275456276,2035.9902415556066,62115900
2021-06-08,1952.888671875,2011.0598238031914,1952.888671875,1986.1293301196808,58838700
2021-06-09,2044.30029296875,2060.9206205538617,1969.508818835747,1977.8189826283028,117338500
2021-06-10,2011.059814453125,2060.9208015883264,2011.059814453125,2027.6801434981921,79751900
2021-06-11,2060.9208984375,2077.541228263609,2027.6802387852822,2044.300568611391,94696000
2021-06-14,2002.749755859375,2052.6107456318077,1994.4395908973029,2052.6107456318077,64557400
2021-06-15,1961.198974609375,1986.1294700493247,1944.578644316075,1986.1294700493247,84189100
2021-06-16,1927.9583740234375,1961.1990356445312,1911.3380432128906,1936.268539428711,77248800
2021-06-17,1936.268310546875,1952.8886393927708,1878.0971595862393,1903.027652855083,74868000
2021-06-18,1853.1666259765625,1927.9581041549889,1836.5462974924678,1911.337775670894,125507700
2021-06-21,1828.236328125,1869.7871537642047,1770.0651722301136,1819.926162997159,100386700
2021-06-22,1878.0972900390625,1911.3379500397539,1844.8566300383711,1869.7871250388898,97671600
2021-06-23,1869.786865234375,1919.6478483072917,1861.476701388889,1894.7173567708335,64275900
2021-06-24,1869.786865234375,1903.0275206163196,1861.476701388889,1894.7173567708335,59257500
2021-06-25,1911.337890625,1944.5785495923915,1894.7175611413045,1919.648055366848,90478300
2021-06-28,1861.476806640625,1919.6479568481443,1853.166642325265,1919.6479568481443,65985000
2021-06-29,1844.8564453125,1869.786937816723,1836.5462811444256,1853.1666094805744,55524500
2021-06-30,1911.337890625,1919.648055366848,1853.1667374320652,1861.476902173913,95174800
2021-07-01,1853.1666259765625,1919.6479399129414,1828.2361332504204,1894.7174471867993,89606900
2021-07-02,1844.8564453125,1869.786937816723,1819.925952808277,1853.1666094805744,57200500
2021-07-05,1861.476806640625,1878.0971352713448,1844.856478009905,1853.166642325265,60698700
2021-07-06,2060.9208984375,2085.8513931766634,1861.4769405241934,1869.7871054372479,365880400
2021-07-07,2044.30029296875,2052.610456761306,1977.8189826283028,2035.9901291761942,146473200
2021-07-08,2119.092041015625,2168.953030215993,2044.3005572150737,2044.3005572150737,227835500
2021-07-09,2152.332763671875,2185.573424114684,2102.471773007662,2127.4022683397684,185723500
2021-07-12,2119.092041015625,2218.81401941636,2094.161546415441,2168.953030215993,176941700
2021-07-13,2110.781982421875,2168.9531394177534,2077.5413212813733,2127.402312992126,128321100
2021-07-14,2152.332763671875,2160.642928782577,2077.541277675555,2110.781938118364,73148100
2021-07-15,2168.953125,2185.57345545977,2127.4022988505744,2144.0226293103447,107128500
2021-07-16,2177.26318359375,2235.4343373538886,2168.9530187708733,2185.573348416627,171972500
2021-07-19,2193.883544921875,2218.8140397505326,2168.9530500932174,2185.573379978989,74138600
2021-07-21,2127.402099609375,2193.883415222168,2110.7817707061768,2177.2630863189697,99038100
2021-07-22,2135.71240234375,2160.642897312743,2127.4022373540856,2127.4022373540856,59407500
2021-07-23,2177.26318359375,2218.814007708135,2160.642853947996,2160.642853947996,130437900
2021-07-26,2185.5732421875,2268.6748863771386,2168.952913349572,2210.5037354443916,223203900
2021-07-27,2102.4716796875,2227.1241508152175,2085.8513502038045,2218.8139860733695,126951200
2021-07-28,2094.16162109375,2152.332777235243,2077.541290767609,2110.781951419891,64034100
2021-07-29,2152.332763671875,2160.642928782577,2077.541277675555,2119.092103229066,90764300
2021-07-30,2094.16162109375,2152.332777235243,2085.8514559306795,2152.332777235243,90628600
2021-08-02,2085.85107421875,2094.1612378610557,2027.6799287226095,2094.1612378610557,79180000
2021-08-03,2052.610595703125,2094.161417478492,2027.6801026379048,2069.2309244132716,79440900
2021-08-04,2011.059814453125,2044.3004725432593,2002.7496499305914,2044.3004725432593,75331700
2021-08-05,1969.5087890625,2019.3697710640824,1944.578298061709,2011.059607397152,105003300
2021-08-06,1936.268310546875,2002.7496259304587,1927.958146123927,1977.8191326616147,73813800
2021-08-09,1878.0972900390625,1919.6481150399268,1869.7871250388898,1911.3379500397539,118970000
2021-08-10,1944.5784912109375,1969.5089846880007,1861.476846287393,1886.4073397644565,131980200
2021-08-12,1994.4393310546875,2019.369822692871,1977.8190032958983,1994.4393310546875,127108900
2021-08-13,1977.819091796875,2002.749584550617,1952.888599043133,2002.749584550617,66587000
2021-08-16,1986.1292724609375,1994.4394367808577,1952.8886151812565,1969.5089438210969,48998000
2021-08-18,1994.4393310546875,2011.0596588134765,1961.1986755371092,1986.1291671752929,85335000
2021-08-19,1886.407470703125,1977.8192864640696,1886.407470703125,1977.8192864640696,131304600
2021-08-20,1894.7174072265625,1927.9580634936951,1861.4767509594299,1861.4767509594299,71969400
2021-08-23,1903.027587890625,1936.2682444476663,1894.7174237513645,1919.6479161691457,65261800
2021-08-24,1886.407470703125,1936.2684611181858,1886.407470703125,1936.2684611181858,43554200
2021-08-25,1911.337890625,1944.5785495923915,1894.7175611413045,1903.0277258831522,61473600
2021-08-26,1886.407470703125,1919.648130979832,1886.407470703125,1911.3379659106554,30446800
2021-08-27,1878.0972900390625,1903.0277850395812,1869.7871250388898,1886.4074550392354,31806000
2021-08-30,1919.6478271484375,1927.9579909023269,1894.7173358867697,1894.7173358867697,37542900
2021-08-31,1986.1292724609375,1994.4394367808577,1927.9581222214956,1952.8886151812565,117729600
2021-09-01,1986.1292724609375,2019.3699297406183,1969.5089438210969,1986.1292724609375,81067300
2021-09-02,1927.9583740234375,1986.1295318603516,1927.9583740234375,1986.1295318603516,44419100
2021-09-03,1952.888671875,1952.888671875,1911.337849069149,1927.9581781914892,29176500
2021-09-06,1977.819091796875,1994.4394202993697,1944.5784347918855,1977.819091796875,65055100
2021-09-07,1952.888671875,2002.7496592420212,1952.888671875,1994.4394946808509,33406100
2021-09-08,1927.9583740234375,1977.8193664550781,1911.3380432128906,1952.8888702392578,58229900
2021-09-09,2027.6800537109375,2035.9902178654904,1903.027591392642,1936.2682480108542,150815700
2021-09-10,2152.332763671875,2185.573424114684,2052.610782343448,2052.610782343448,423200100
2021-09-13,2094.16162109375,2152.332777235243,2060.920960441468,2135.7124469091023,131318700
2021-09-14,2052.610595703125,2077.541088768345,2027.6801026379048,2077.541088768345,139289700
2021-09-15,2069.230712890625,2102.471366912964,2044.3002223738704,2052.6103858794554,110525900
2021-09-16,2002.749755859375,2119.0920653283843,1986.1294259352308,2094.161570442168,163306000
2021-09-17,1994.4393310546875,2019.369822692871,1969.5088394165039,1969.5088394165039,61535600
2021-09-20,1952.888671875,1986.1293301196808,1936.2683427526595,1977.8191655585106,82487500
2021-09-21,1961.198974609375,1969.5091397560248,1911.3379837294756,1952.888809462725,66014000
2021-09-22,1944.5784912109375,2002.7496426574185,1936.268326718583,1969.5089846880007,88209700
2021-09-23,1903.027587890625,1969.508901004708,1903.027587890625,1969.508901004708,153137400
2021-09-24,1903.027587890625,1944.5784085869268,1894.7174237513645,1903.027587890625,159085400
2021-09-27,1903.027587890625,1936.2682444476663,1894.7174237513645,1919.6479161691457,52714300
2021-09-28,1886.407470703125,1936.2684611181858,1878.0973056339483,1919.648130979832,99767900
2021-09-29,1919.6478271484375,1927.9579909023269,1869.7868446251016,1878.097008378991,97068300
2021-09-30,1903.027587890625,1944.5784085869268,1886.407259612104,1919.6479161691457,125415100
2021-10-01,1844.8564453125,1894.717430320946,1844.8564453125,1894.717430320946,199919600
2021-10-04,1919.6478271484375,1927.9579909023269,1853.1665171173229,1853.1665171173229,143892700
2021-10-05,1911.337890625,2011.059867527174,1903.0277258831522,1903.0277258831522,297763700
2021-10-06,1911.337890625,1944.5785495923915,1911.337890625,1927.9582201086957,98305700
2021-10-07,1936.268310546875,1952.8886393927708,1911.337817278031,1927.958146123927,106183800
2021-10-08,1944.5784912109375,2002.7496426574185,1936.268326718583,1977.8191491803552,159593300
2021-10-11,2011.059814453125,2019.3699789756586,1969.5089918404572,1986.1293208855243,233370800
2021-10-12,1969.5087890625,2002.7494437302216,1952.8884617286394,2002.7494437302216,131463700
2021-10-13,1944.5784912109375,1969.5089846880007,1936.268326718583,1961.1988201956465,70802000
2021-10-14,2011.059814453125,2011.059814453125,1944.5784982728562,1952.88866279539,189624300
2021-10-15,2052.610595703125,2060.9207600581985,2002.7496095726847,2035.9902669929781,260095700
2021-10-18,2085.85107421875,2135.712056072585,2077.5409105764443,2077.5409105764443,237360500
2021-10-19,2102.4716796875,2110.781844429348,2044.3005264945652,2102.4716796875,153636200
2021-10-21,2035.990478515625,2185.573452447385,2011.0599828603317,2160.642956792092,346789000
2021-10-22,2019.3699951171875,2044.3004888840665,1969.5090075834298,1994.4395013503088,124149100
2021-10-25,2011.059814453125,2044.3004725432593,2002.7496499305914,2035.9903080207257,50651600
2021-10-26,1994.4393310546875,2044.3003143310546,1994.4393310546875,2035.9901504516602,64791500
2021-10-27,1952.888671875,2002.7496592420212,1944.5785073138297,1994.4394946808509,75548400
2021-10-28,1927.9583740234375,1944.5787048339844,1911.3380432128906,1927.9583740234375,77309100
2021-10-29,1944.5784912109375,1969.5089846880007,1936.268326718583,1944.5784912109375,52556000
2021-11-01,1936.268310546875,1961.1988038157187,1927.958146123927,1961.1988038157187,34622200
2021-11-02,1919.6478271484375,1952.888482163995,1919.6478271484375,1944.5783184101056,27322900
2021-11-03,1927.9583740234375,1944.5787048339844,1919.648208618164,1927.9583740234375,21938100
2021-11-04,1977.819091796875,1986.1292560481224,1927.9581062893908,1927.9581062893908,67025700
2021-11-05,1961.198974609375,1994.4396351959745,1944.578644316075,1986.1294700493247,40241200
2021-11-08,1969.5087890625,1994.4392800632913,1952.8884617286394,1977.8189527294305,46985500
2021-11-09,1944.5784912109375,1986.1293136727097,1936.268326718583,1977.8191491803552,44444800
2021-11-10,1944.5784912109375,1952.888655703292,1927.9581622262285,1936.268326718583,38322000
2021-11-11,1969.5087890625,1969.5087890625,1944.578298061709,1952.8884617286394,41526700
2021-11-12,1994.4393310546875,2011.0596588134765,1969.5088394165039,1977.8190032958983,80769500
2021-11-15,1986.1292724609375,2019.3699297406183,1944.5784508613363,2011.059765420698,100184600
2021-11-16,1977.819091796875,2002.749584550617,1969.5089275456276,1986.1292560481224,47663300
2021-11-17,1952.888671875,1986.1293301196808,1944.5785073138297,1977.8191655585106,50176400
2021-11-18,1936.268310546875,1969.5089682386667,1927.958146123927,1952.8886393927708,52679900
2021-11-19,1986.1292724609375,1994.4394367808577,1944.5784508613363,1952.8886151812565,93539700
2021-11-22,1969.5087890625,1994.4392800632913,1952.8884617286394,1994.4392800632913,46485000
2021-11-23,1994.4393310546875,2044.3003143310546,1969.5088394165039,1986.1291671752929,159836400
2021-11-24,2027.6800537109375,2035.9902178654904,1977.8190687836193,1994.4393970927254,73287900
2021-11-25,2027.6800537109375,2069.230874483703,2019.3698895563844,2052.6105461745965,109033700
2021-11-26,1944.5784912109375,2002.7496426574185,1936.268326718583,2002.7496426574185,162294600
2021-11-29,1936.268310546875,1961.1988038157187,1927.958146123927,1936.268310546875,82567700
2021-11-30,1911.337890625,1969.5090438179348,1911.337890625,1944.5785495923915,151186400
2021-12-01,1886.407470703125,1927.9582960490088,1869.7871405647716,1911.3379659106554,83612700
2021-12-02,1944.5784912109375,1969.5089846880007,1878.097175272102,1886.4073397644565,89010800
2021-12-03,1944.5784912109375,1969.5089846880007,1927.9581622262285,1952.888655703292,38757200
2021-12-06,1927.9583740234375,1961.1990356445312,1919.648208618164,1944.5787048339844,31951700
2021-12-07,1944.5784912109375,1952.888655703292,1936.268326718583,1944.5784912109375,21542900
2021-12-08,1936.268310546875,1961.1988038157187,1927.958146123927,1961.1988038157187,24204300
2021-12-09,1936.268310546875,1944.5784749698228,1927.958146123927,1936.268310546875,20800100
2021-12-10,1927.9583740234375,1936.268539428711,1919.648208618164,1936.268539428711,13962600
2021-12-13,1927.9583740234375,1952.8888702392578,1927.9583740234375,1936.268539428711,15212500
2021-12-14,1903.027587890625,1927.9580803084061,1894.7174237513645,1927.9580803084061,28618000
2021-12-15,1894.7174072265625,1911.3377353601288,1886.4072431597792,1903.0275712933458,34080000
2021-12-16,1903.027587890625,1911.3377520298852,1878.0970954728439,1903.027587890625,35249800
2021-12-17,1869.786865234375,1919.6478483072917,1869.786865234375,1919.6478483072917,50857800
2021-12-20,1844.8564453125,1878.0971019847973,1844.8564453125,1869.786937816723,53770200
2021-12-21,1878.0972900390625,1894.7176200394083,1844.8566300383711,1844.8566300383711,37964200
2021-12-22,1869.786865234375,1911.3376844618056,1869.786865234375,1886.4071929253473,28786500
2021-12-23,1861.476806640625,1886.4072995867048,1861.4768066406248,1878.0971352713448,19005000
2021-12-24,1894.7174072265625,1911.3377353601288,1869.786915026213,1878.0970790929962,30712000
2021-12-27,1911.337890625,1911.337890625,1894.7175611413045,1911.337890625,18193100
2021-12-28,1878.0972900390625,1927.9582800400997,1878.0972900390625,1919.6481150399268,29787500
2021-12-29,1886.407470703125,1903.0278008414787,1878.0973056339483,1886.407470703125,14304600
2021-12-30,1869.786865234375,1911.3376844618056,1869.786865234375,1894.7173567708335,27319000
2022-01-03,1944.5784912109375,1952.888655703292,1878.097175272102,1878.097175272102,74416700
2022-01-04,1911.337890625,1952.8887143342392,1903.0277258831522,1944.5785495923915,32222200
